Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Mrs COLY bou Pros,@RokhayaSall17,,,5,1,,https://twitter.com/RokhayaSall17/status/1566060583811776513,https://twitter.com/RokhayaSall17,"Lou gueneu terre à terre Lou warone gueneu yombe muy dund bi !
La vie est tellement cher pour ne pas dire excessive au Sénégal !
Ba paré deum bossi inviter télé moy mel ni deuk bi tout marche à merveille !","Sep 3, 2022",2022-09-03T13:48:33.000Z
DIAWARA GUILE,@DiawaraGuile,,,,,,https://twitter.com/DiawaraGuile/status/1600398922563948545,https://twitter.com/DiawaraGuile,C’est ceux appel diay sa doom 3.0 la vie est cher au Sénégal yow tamit. Boulko ko khagne son gagné pain. Faut surtout parlé au Sénégalais orgueilleux qui maintenant on vu la supercherie et qui ont décidé d’être neutre. De la prostitution intellectuelle,"Dec 7, 2022",2022-12-07T07:56:51.000Z
Mo,@momobndiaye,,1,7,,880,https://twitter.com/momobndiaye/status/1672726385725431809,https://twitter.com/momobndiaye,En vrai le niveau de vie au Sénégal est extrêmement cher et pire totalement injustifié. So gueinei ngeuy khamni cest ridicule. Dougnou gawa ame deh sougn generation. Il faut que les gens arrêtent de spéculer. Déjà kholal logements yi rek. Poukhouss 450 000,"Jun 24, 2023",2023-06-24T22:00:22.000Z
𝑨𝒃𝒅𝒐𝒖,@dremaneGN,,,1,1,,https://twitter.com/dremaneGN/status/1367819978179772417,https://twitter.com/dremaneGN,Biensur ! La vie coûte trop cher au Sénégal maintenant.,"Mar 5, 2021",2021-03-05T12:51:10.000Z
𝕋𝕠𝕟𝕦𝕩 #𝟛𝟙𝟛,@tonux_samb,,1,4,1,,https://twitter.com/tonux_samb/status/1513313268382801929,https://twitter.com/tonux_samb,Sama genre yi tukki douniou xam li xew ci deuk bi. Tu regardes la tv tu penses que tout va bien au Sénégal. La vie est cher les prix augmentent mais ken douko wax,"Apr 11, 2022",2022-04-11T00:29:33.000Z
Bernard ILBOUDO,@bernardilboudo,,,1,,46,https://twitter.com/bernardilboudo/status/1648057361238577156,https://twitter.com/bernardilboudo,Pourquoi la vie coûte si cher au Sénégal et en Côte d'Ivoire où le pouvoir d'achat n'est pas exceptionnel ?,"Apr 17, 2023",2023-04-17T20:14:29.000Z
Marie,@rimbreezy,,,1,1,47,https://twitter.com/rimbreezy/status/1694703370731151486,https://twitter.com/rimbreezy,Tata Ada l’humanité a quitté ce pays. Quand je parle avec ma mère elle me dit que les gens vaquent à leurs occupation comme si de rien était. Alors que la vie devient de plus en plus cher au Sénégal. Comment peut-on expliquer ce comportement?,"Aug 24, 2023",2023-08-24T13:29:04.000Z
N𝓮́𝓰𝓻𝓮𝓼𝓼𝓮𝓾𝓱,@MatyDio38190045,,,5,1,,https://twitter.com/MatyDio38190045/status/1551993361535492098,https://twitter.com/MatyDio38190045,On vie au Sénégal mon cher je vois mal que tu argumentes comme sa hen dzl,"Jul 26, 2022",2022-07-26T18:10:26.000Z
Jaly Badiane,@jalybadiane,,,4,,215,https://twitter.com/jalybadiane/status/1639691375431090176,https://twitter.com/jalybadiane,La hausse est mondiale on le sait mais la vie est très cher au Sénégal pour un pays aussi pauvre... Les revenus ne suivent pas !,"Mar 25, 2023",2023-03-25T18:11:02.000Z
Meum,@Tkidfrmymbl,,,,1,,https://twitter.com/Tkidfrmymbl/status/1308053150918742021,https://twitter.com/Tkidfrmymbl,"Mais par rapport au train de vie, c’est plus cher la bas qu’au Senegal. Foofu laay waxee quoi","Sep 21, 2020",2020-09-21T14:39:08.000Z
Meum,@Tkidfrmymbl,,,,1,,https://twitter.com/Tkidfrmymbl/status/1308053150918742021,https://twitter.com/Tkidfrmymbl,"Mais par rapport au train de vie, c’est plus cher la bas qu’au Senegal. Foofu laay waxee quoi","Sep 21, 2020",2020-09-21T14:39:08.000Z
